OBJECTID,ROUTE_ID,BEGIN_POINT,END_POINT,ROUTE_DIR,ROUTE_PREFIX,ROUTE_NUMBER,ROUTE_SUFFIX,RAMP_NUMBER,RAMP_SUFFIX,ROAD_TYPE,TOWN_NUMBER,TOWN_NAME,PRI_SEC_STATUS,YEAR,GlobalID,Shape__Length
46172,184-E-8,0,0.16,L,CT,184,,8,,ER,58,GROTON,PRI,2022,a47a665a-f3e8-4c83-a42d-d5d3c34065a5,866.6946315
46173,193M-E,0,0.05,L,SF,193,M,,,M,54,GOSHEN,PRI,2022,e77a68ac-fa68-4732-83b0-fda926284ce2,264.8601415
46174,196-N,0,0.11,L,CT,196,,,,M,60,HADDAM,PRI,2022,495447e6-6a80-4b47-8f10-3ac5e1070dba,569.2659749
46175,199-N,2.24,4.62,L,CT,199,,,,M,150,WASHINGTON,PRI,2022,97452abd-cefe-4ed3-b302-d4ccbf50139a,12536.23735
46176,1W-N,0,0.22,L,SI,1,W,,,M,82,MIDDLETOWN,PRI,2022,5c0e2a5f-98b7-402b-b27b-27c19af05d31,1187.377031
46177,2-E-44,0,0.29,L,CT,2,,44,,XR,28,COLCHESTER,PRI,2022,8549f367-2700-4455-b70b-8dc6376274e6,1502.668555
46178,2-E-805,0.17,0.39,L,CT,2,,805,,TR,53,GLASTONBURY,PRI,2022,3b01073f-99ee-4a77-b732-26d52472f9e5,1176.254873
46179,2-W-42,0,0.11,L,CT,2,,42,,ER,28,COLCHESTER,PRI,2022,3b14b104-12d0-4c51-9e9e-642c697ef779,546.3562859
46180,2-W-73,0,0.12,L,CT,2,,73,,XR,103,NORWICH,PRI,2022,2d0efc7b-4a81-4d89-afad-97cc2c5ed981,601.0412587
46181,2-W-92,0.32,0.43,L,CT,2,,92,,ER,71,LEDYARD,PRI,2022,27d0b58a-8d8d-43f0-903c-2a943b308ee3,537.448876
46182,20-E,31.04,31.22,L,CT,20,,,,M,165,WINDSOR LOCKS,PRI,2022,6df8cd4c-c3b1-4e4b-b242-590451453cf7,914.0670686
46183,20-E,31.22,31.56,L,CT,20,,,,M,164,WINDSOR,PRI,2022,bfc2ba8c-54fa-457e-b752-410f221c6d27,1725.644099
46184,20-E-7,0,0.26,L,CT,20,,7,,ER,164,WINDSOR,PRI,2022,4f1392d0-2a9f-44ec-bdee-13ca2f955a22,1386.959075
46185,20-W-4A,0,0.04,L,CT,20,,4,A,XR,165,WINDSOR LOCKS,PRI,2022,b9ca1592-4e36-422f-89aa-4b7cdba857a1,205.2993737
46186,200M-N,0,0.12,L,SF,200,M,,,M,134,STAFFORD,PRI,2022,1ef30c27-e40c-4ec3-8d5f-b81e76e3fc33,590.8686077
46187,168M-N,0,0.01,L,SF,168,M,,,M,153,WATERTOWN,PRI,2022,68f0c7fe-8fff-43d9-81e1-833125f063f7,55.408632
46188,175L-S,0,0.14,L,SP,175,L,,,M,150,WASHINGTON,PRI,2022,7c9a2951-cbae-40ea-aaaa-d4d3e86b7b68,727.396663
46189,176-N,0,4.14,L,CT,176,,,,M,93,NEWINGTON,PRI,2022,1a30b9c3-cd56-4c94-a739-f0b50e9f25a5,22174.4054
46190,194L-E,0,0.08,L,SP,194,L,,,M,65,HARWINTON,PRI,2022,8dcd5fd2-045f-4868-8a0f-7777a31e8d18,423.165839
46191,197-E,0,0.89,L,CT,197,,,,M,145,UNION,PRI,2022,7148f727-2a79-4128-8691-537bc9c31653,4707.50633
46192,2-E,0,0.2,L,CT,2,,,,M,63,HARTFORD,PRI,2022,5bae2760-06f6-460a-b20e-62700a078a3f,1093.290139
46193,2-E,0.2,4.26,L,CT,2,,,,M,42,EAST HARTFORD,PRI,2022,4f8190ff-b380-423c-946f-af746bd83549,21386.66681
46194,384-E-26,0,0.34,L,I,384,,26,,ER,76,MANCHESTER,PRI,2022,3ebae7a6-dae5-4a80-91eb-6d726f7c250b,1836.132532
46195,384-W-801,0,1.9,L,I,384,,801,,TR,76,MANCHESTER,PRI,2022,9fffb1c1-fc5f-43a1-b1a3-a15006b63aed,10075.79707
46196,395-N,35.59,43.98,L,I,395,,,,M,68,KILLINGLY,PRI,2022,b8a92486-4b3d-462b-9ba5-0b4f927bca5e,44280.48884
46197,395-N-802,0,0.25,L,I,395,,802,,TR,103,NORWICH,PRI,2022,a9af1385-feb3-4352-b5bf-fb1f36a7ee22,1267.275646
46198,395-S-66,0,0.2,L,I,395,,66,,XR,115,PUTNAM,PRI,2022,28390edd-b2a1-4442-bc0b-415cc9583b3c,1098.605302
46199,44-E,16.13,21.82,L,US,44,,,,M,97,NORFOLK,PRI,2022,7570b2e9-c2eb-4925-9cc3-3760da8c782d,30151.31679
46200,44-E,42.08,42.35,L,US,44,,,,M,128,SIMSBURY,PRI,2022,066e545b-6156-4c28-854e-6d91f19c0762,1456.252424
46201,46L-W,0,0.29,L,SP,46,L,,,M,141,THOMPSON,PRI,2022,40b06fe2-28fa-44ed-ba7a-175ddeb09f1c,1550.699022
46202,314-W,0,0.22,R,CT,314,,,,M,159,WETHERSFIELD,PRI,2022,23bce4a6-e7ef-49e0-9fae-22363699c4b4,1153.821904
46203,31L-W,0,0.05,L,SP,31,L,,,M,97,NORFOLK,PRI,2022,0cc024bf-4895-4c3f-a806-2c711eb67cce,245.9951136
46204,327N-W,0,0.26,L,SI,327,N,,,M,102,NORWALK,PRI,2022,23c0b740-5342-4b7c-8eb2-1958f5f2834f,1335.320945
46205,337-E,2.82,4.91,L,CT,337,,,,M,43,EAST HAVEN,PRI,2022,4da09774-34f3-4154-9503-1d9d49e9ff65,11149.40904
46206,354-E,0,4.23,L,CT,354,,,,M,28,COLCHESTER,PRI,2022,a62fb29c-69cd-4bed-8633-57534ca04ab3,22412.42819
46207,37-N,17.07,18.66,L,CT,37,,,,M,95,NEW MILFORD,PRI,2022,4b06f348-dd1a-41a3-ad4c-c3b12db836f0,8439.56094
46208,384-E-17,0,0.24,L,I,384,,17,,XR,76,MANCHESTER,PRI,2022,b795e84c-b8f8-43bb-94ec-bf66421823aa,1297.214581
46209,395-N-35,0,0.14,L,I,395,,35,,XR,57,GRISWOLD,PRI,2022,4b7caa3b-1735-46ca-822e-613df4638476,792.4908952
46210,395-N-68A,0,0.02,L,I,395,,68,A,XR,115,PUTNAM,PRI,2022,f43357a9-f590-41ea-aa29-e12733f62da5,119.4827698
46211,395-S-57,0,0.26,L,I,395,,57,,ER,68,KILLINGLY,PRI,2022,53e6d2ce-6dab-4952-ad88-590bf218a2cd,1376.307727
46212,202N-S,0,0.24,L,SI,202,N,,,M,88,NEW BRITAIN,PRI,2022,d4273646-e995-43fd-a776-4ae89312369d,1248.659484
46213,205N-N,0,0.06,L,SI,205,N,,,M,88,NEW BRITAIN,PRI,2022,168ab230-cc49-471e-9831-10d854fc0170,332.5542156
46214,206N-N,0,0.06,L,SI,206,N,,,M,88,NEW BRITAIN,PRI,2022,26c61f07-228e-425c-a95b-273788d6a780,320.6754585
46215,209N-N,0,1.4,L,SI,209,N,,,M,77,MANSFIELD,PRI,2022,95b1a022-fb82-41e0-b0cd-d285c4bb22e6,7353.164227
46216,212L-W,0,0.05,L,SP,212,L,,,M,40,EAST HADDAM,PRI,2022,7dc3d8c9-676c-4e62-be2b-faf0d7b268f5,263.6650356
46217,219-N,11.2,12.58,L,CT,219,,,,M,5,BARKHAMSTED,PRI,2022,dae474bd-0dc8-4510-bd1c-37acafe07927,7280.87733
46218,222-N,3.07,3.1,L,CT,222,,,,M,140,THOMASTON,PRI,2022,fbe59ef4-643f-4bb7-bfef-bfcf7c7b1f7f,174.8679534
46219,31-E,1.54,3.71,L,CT,31,,,,M,142,TOLLAND,PRI,2022,f0b70db1-5c5a-4cf8-990c-be220f772d4a,11402.27245
46220,313-E,0.57,3.42,L,CT,313,,,,M,124,SEYMOUR,PRI,2022,200c5a78-26d1-4bcc-82a9-2aff55389220,14932.72397
46221,32-N,29.27,30.02,L,CT,32,,,,M,163,WINDHAM,SEC,2022,d3e0595d-7053-4f58-a33e-96e8e4e60cf1,3909.8584
46222,322-E,7.72,7.93,L,CT,322,,,,M,25,CHESHIRE,PRI,2022,57f6e695-158c-4e88-923e-45b625c16d59,1138.111528
46223,37-N,10.68,17.07,L,CT,37,,,,M,127,SHERMAN,PRI,2022,41ca4a42-7b57-4c99-b666-98bd0b7c07d1,33653.78069
46224,372-E,6.27,6.35,L,CT,372,,,,M,7,BERLIN,SEC,2022,cad5a161-1b6b-4dab-af62-dce1fff65d69,390.5918461
46225,384-W-3,0,0.27,L,I,384,,3,,ER,76,MANCHESTER,PRI,2022,662a3c60-fbc1-493e-89ba-d05e8eb06dbe,1377.788691
46226,395-N-33,0,0.16,L,I,395,,33,,ER,57,GRISWOLD,PRI,2022,ef5372f3-2d2b-4a5d-9051-7dbf0d5028dc,858.6824616
46227,395-N-44A,0,0.02,L,I,395,,44,A,XR,108,PLAINFIELD,PRI,2022,d9bb792f-5317-4a14-84f4-bb8166108b91,91.45851445
46228,395-N-63,0,0.36,L,I,395,,63,,ER,115,PUTNAM,PRI,2022,93c60127-1c6f-4991-a378-0c672ad43ee3,2007.276653
46229,50L-S,0,0.1,L,SP,50,L,,,M,141,THOMPSON,PRI,2022,7093d3fb-39f3-47d4-8b16-34aea49a7732,555.1935857
46230,535-S,0,0.16,R,SR,535,,,,M,155,WEST HARTFORD,PRI,2022,a9d63849-3d30-490b-8cc8-0c3d7e52e867,891.7794973
46231,57-N,9.32,9.5,L,CT,57,,,,M,161,WILTON,SEC,2022,fc0658bd-c10a-40c2-be15-01bfecb54af0,959.8503918
46232,6-W,76.24,77.26,R,US,6,,,,M,12,BOLTON,PRI,2022,f42ba946-973d-4ecd-9f34-e0274ca4a23d,5371.679688
46233,608-E,0,0.2,L,SR,608,,,,M,70,LEBANON,PRI,2022,02c06579-de3f-4deb-a0f3-3b1334417729,1043.825548
46234,619-N,0,0.49,L,SR,619,,,,M,68,KILLINGLY,PRI,2022,92f29911-8c1a-4e2b-866f-d3e9d30c5245,2572.556363
46235,63-S,41.16,41.22,R,CT,63,,,,M,54,GOSHEN,PRI,2022,f873f43f-419d-4fc9-8720-605836370d4b,274.1838356
46236,64L-N,0,0.47,L,SP,64,L,,,M,60,HADDAM,PRI,2022,60168943-2fa0-46f1-884a-5a326587faa4,2481.610605
46237,654-E,0,0.28,L,SR,654,,,,M,137,STONINGTON,PRI,2022,bd63ebb5-aa31-4f31-84b2-241b50542c99,1471.070594
46238,66-E,12.83,18.4,L,CT,66,,,,M,41,EAST HAMPTON,PRI,2022,2e3aa8ba-b0d0-458e-a413-58c0ecd648f7,29390.30095
46239,42-W,2.99,3.88,R,CT,42,,,,M,6,BEACON FALLS,PRI,2022,900dc72d-b88a-4834-9c0e-b4c4bdabd783,4732.79708
46240,42M-N,0,0.42,L,SF,42,M,,,M,38,EASTFORD,PRI,2022,d036f4b8-24af-4caa-bff9-f2d490c3af8f,2229.120906
46241,435-E,0,0.21,L,SSR,435,,,,M,68,KILLINGLY,PRI,2022,b8746606-3270-4809-8dfe-c99cedfbbd9f,1093.985339
46242,44-E,78.33,79.44,L,US,44,,,,M,160,WILLINGTON,PRI,2022,b494028b-6aba-483e-80e9-1d0dff1cd6fd,5794.306614
46243,44-W,62.04,62.37,R,US,44,,,,M,76,MANCHESTER,SEC,2022,68458116-8f44-40c9-b6fd-cd379c8e5c7e,1717.516953
46244,44-W,66.23,66.44,R,US,44,,,,M,12,BOLTON,PRI,2022,5090fa65-f686-459e-a246-e4b5088d85e6,815.3534261
46245,449-N,0,1.07,L,SSR,449,,,,M,44,EAST LYME,PRI,2022,7e6f15f1-f387-4602-b272-9407d218e9e4,5638.371811
46246,44M-S,0,0.06,L,SF,44,M,,,M,38,EASTFORD,PRI,2022,afeb0255-2e7d-45f3-89e5-f9fa6202f1b4,258.0102198
46247,482-N,0,4.11,L,SSR,482,,,,M,5,BARKHAMSTED,PRI,2022,40fd3188-3cc0-489b-9dc0-e641b301eab1,21696.78024
46248,229-N,0,2.58,L,CT,229,,,,M,131,SOUTHINGTON,PRI,2022,1e511703-8beb-45f5-871e-712ff408862c,13585.3964
46249,234L-N,0,0.36,L,SP,234,L,,,M,75,MADISON,PRI,2022,0348ed75-abbb-4015-b8b2-7201bdf9d218,1960.416945
46250,259L-N,0,0.03,L,SP,259,L,,,M,57,GRISWOLD,PRI,2022,178bcbb6-2b92-47ba-9114-fa59e75dc489,198.2697019
46251,275-E,1.72,4.15,L,CT,275,,,,M,77,MANSFIELD,PRI,2022,e2f1e28e-5715-45c4-9d8c-5216be102f9f,12831.73723
46252,120M-N,0,1.02,L,SF,120,M,,,M,145,UNION,PRI,2022,c4575df7-86a2-4022-abc2-2f63c324a8a8,5464.125712
46253,127-N,0,3.12,L,CT,127,,,,M,15,BRIDGEPORT,PRI,2022,a955ceb4-bee3-4493-a8c1-c4006eeba3b3,16496.73395
46254,130-W,0,0.09,R,CT,130,,,,M,50,FAIRFIELD,PRI,2022,43e77c48-30dc-4db6-87c2-5ef7878b9685,541.5524571
46255,140-E,9.33,13.7,L,CT,140,,,,M,47,ELLINGTON,PRI,2022,1603e92a-eddd-4ce6-90d5-e68a5c87d88a,23009.94184
46256,141L-W,0,0.07,L,SP,141,L,,,M,77,MANSFIELD,PRI,2022,0d57cdf4-38cd-4a30-a635-d6f14e87043e,253.1404912
46257,67-E,15.38,16.95,L,CT,67,,,,M,130,SOUTHBURY,SEC,2022,c5c53f85-0e8c-40b2-b990-cd9588f29f8f,8363.353712
46258,691-E-12,0,0.15,L,I,691,,12,,XR,79,MERIDEN,PRI,2022,589378bc-1f36-467f-b16c-404d64f486ac,717.500898
46259,691-W-804,0,0.23,L,I,691,,804,,TR,25,CHESHIRE,PRI,2022,e33f6f2b-cb4c-4e74-bf62-bfc235d90405,1237.192995
46260,70-E,0,4.36,L,CT,70,,,,M,25,CHESHIRE,PRI,2022,ee032ab8-1d51-42aa-8614-a1448745e093,22986.16268
46261,72-S-26,0,0.19,L,CT,72,,26,,XR,109,PLAINVILLE,PRI,2022,1ab8f1b8-ba60-414e-9cd2-8647b394d5b9,1068.996475
46262,722-N,0,0.37,L,SR,722,,,,M,15,BRIDGEPORT,PRI,2022,6f851620-03b1-44b6-ab6c-51f59ec4c496,1990.969728
46263,723-N,0,0.16,L,SR,723,,,,M,87,NAUGATUCK,PRI,2022,c71f4dda-da3d-4378-9e21-e0b162166cc7,851.6712643
46264,77-N,0,11.56,L,CT,77,,,,M,59,GUILFORD,PRI,2022,23af7cc1-b77f-439e-b1d4-988dedcbbc9a,61006.20453
46265,796-N-3,0,0.15,L,SR,796,,3,,XR,83,MILFORD,PRI,2022,b37a152f-adb8-4523-941b-2fc9c919d5fa,752.3989451
46266,79L-W,0,0.52,L,SP,79,L,,,M,75,MADISON,PRI,2022,16f6f6e9-8896-4fa4-9250-15ce2ee07b04,2766.832029
46267,8-N-17,0,0.2,L,CT,8,,17,,ER,126,SHELTON,PRI,2022,1469b6c2-31da-4fae-9ade-92db93cb4d45,1021.991167
46268,8-N-34A,0,0.01,L,CT,8,,34,A,ER,36,DERBY,PRI,2022,73bdbfbf-50e7-4989-8bf8-0fd16d88365e,90.0808639
46269,8-N-42T,0,0.02,L,CT,8,,42,T,ER,124,SEYMOUR,PRI,2022,a92c8d6d-2b2f-446f-a21f-7f77d0ed559e,143.6621451
46270,48L-S,0,0.37,L,SP,48,L,,,M,141,THOMPSON,PRI,2022,eb1a4324-18d6-4995-8425-36525da458a0,1985.209057
46271,49-N,18.5,21.74,L,CT,49,,,,M,136,STERLING,PRI,2022,3bd0196d-6dec-453f-8b5b-a24ad795f38f,17103.67132
46272,5-S,36.42,38.27,R,US,5,,,,M,42,EAST HARTFORD,PRI,2022,58b08fd2-3462-4e95-87b7-03fc810370b1,9808.847569
46273,500-N-801,0,0.31,L,SR,500,,801,,TR,42,EAST HARTFORD,PRI,2022,e5c8cce3-85bb-4316-a0fa-38f6e002420c,1659.179656
46274,501-S,0,0.77,R,SR,501,,,,M,155,WEST HARTFORD,PRI,2022,dce7bdf5-822b-4907-85f7-76031c761e2b,4315.191275
46275,504-N,0,0.75,L,SR,504,,,,M,63,HARTFORD,PRI,2022,543686f1-adf6-4e7d-aef7-e60138e3e615,3950.087629
46276,287-E,0.98,3.36,L,CT,287,,,,M,159,WETHERSFIELD,PRI,2022,58c2c34f-04ff-43e7-b1d8-691fecb27ab8,12617.07177
46277,291-W-806,0,0.31,L,I,291,,806,,TR,76,MANCHESTER,PRI,2022,ac995364-4d45-4a99-a7c9-1512a2950966,1554.943769
46278,2A-E,0,0.24,L,CT,2,A,,,M,103,NORWICH,PRI,2022,8f9f59da-a3ee-4138-a2a3-a0c771109692,1287.923732
46279,3-N-1,0,0.26,L,CT,3,,1,,XR,53,GLASTONBURY,PRI,2022,5ac7940c-9a9d-4784-9bf3-b5c2d770601b,1386.790727
46280,322N-E,0,0.49,L,SI,322,N,,,M,100,NORTH HAVEN,PRI,2022,8056a8ac-8316-4349-8e32-216258680765,2613.609965
46281,202-N,13.81,14.09,L,US,202,,,,M,18,BROOKFIELD,SEC,2022,7eecce74-641f-469a-b4b2-b0ce064d8241,1461.39207
46282,207-E,14.75,16.01,L,CT,207,,,,M,133,SPRAGUE,PRI,2022,60ee27f5-33b1-4a6b-9be8-19265f23d56b,6651.632954
46283,217M-E,0,0.87,L,SF,217,M,,,M,122,DEEP RIVER,PRI,2022,e8e87578-4b7b-44b6-9f4a-7d9772a02c03,4562.032625
46284,22-E,6.46,6.52,L,CT,22,,,,M,98,NORTH BRANFORD,SEC,2022,f55b23b7-2dc1-464b-8613-a26c5125036a,296.4162743
46285,22-E,10.88,12.38,L,CT,22,,,,M,98,NORTH BRANFORD,SEC,2022,6eeb9170-2252-408f-8607-ccaf2863abe9,7918.464136
46286,8-N-73,0,0.07,L,CT,8,,73,,ER,87,NAUGATUCK,PRI,2022,b8225636-0c2b-4801-b912-8915e91b0e82,385.035435
46287,8-S-126,0,0.23,L,CT,8,,126,,XR,15,BRIDGEPORT,PRI,2022,a3fdb861-a6f2-4681-b016-ef859d36e1e7,1243.822351
46288,8-S-27,0,0.14,L,CT,8,,27,,ER,36,DERBY,PRI,2022,d900497f-79ef-4f67-b0eb-0d742971b0c6,782.4195277
46289,8-S-27A,0,0.02,L,CT,8,,27,A,ER,36,DERBY,PRI,2022,795d1b90-621b-4db3-b9ef-9d5f014f80e2,174.127727
46290,8-S-62,0,0.16,L,CT,8,,62,,XR,87,NAUGATUCK,PRI,2022,dbd4e109-538e-40e3-9c91-15fc101e5eb5,869.6113687
46291,80-E,8.08,11.81,L,CT,80,,,,M,59,GUILFORD,PRI,2022,cb48c9e6-2d62-4bc1-9169-5abe56fc173b,19686.86254
46292,81L-S,0,0.03,L,SP,81,L,,,M,82,MIDDLETOWN,PRI,2022,fbceff23-e5f4-46bc-86f6-24faff9413fa,175.3954428
46293,508-W,0,1.07,R,SR,508,,,,M,51,FARMINGTON,PRI,2022,982b375e-7db1-4d50-8d00-0475edcbda39,5613.58331
46294,516-E,0,0.19,L,SR,516,,,,M,42,EAST HARTFORD,PRI,2022,7945d84d-33e6-4972-a1ad-51d2ea07652e,1034.877726
46295,517-N,0,1.24,L,SR,517,,,,M,42,EAST HARTFORD,PRI,2022,24a06d69-d5fd-41ca-857f-fc733ca677da,6547.592864
46296,569-N,0,0.17,L,SR,569,,,,M,165,WINDSOR LOCKS,PRI,2022,9200545c-5622-4de8-815f-b3710a34c763,952.259294
46297,571-W,0,1.45,R,SR,571,,,,M,7,BERLIN,PRI,2022,88128290-48eb-4541-9de1-41b83ce5d7bb,7673.273428
46298,59-N,11.56,12.05,L,CT,59,,,,M,84,MONROE,PRI,2022,7a2990b6-a798-45ff-be32-8637812e3eef,2669.236754
46299,598-W,0,0.72,R,SR,598,,,,M,63,HARTFORD,PRI,2022,c8f6d4ae-6cea-4fda-acdf-5f68a660b10b,4281.389814
46300,341-E,11.23,12.89,L,CT,341,,,,M,149,WARREN,SEC,2022,e459b137-19a4-48a6-ad7b-d990e79c1ae5,8798.358838
46301,36M-N,0,0.97,L,SF,36,M,,,M,62,HAMPTON,PRI,2022,5ae43463-9db3-4b8d-b1d2-5567da6d8296,5137.012652
46302,372-E,6.2,6.27,L,CT,372,,,,M,7,BERLIN,PRI,2022,f6583e42-468d-4a38-9864-07667ad213bf,444.7226641
46303,372N-E,0,0.08,L,SI,372,N,,,M,130,SOUTHBURY,PRI,2022,b5cad2f5-7506-4caf-814c-8bb312765645,419.8792627
46304,384-E-700,0.75,1.02,L,I,384,,700,,HR,76,MANCHESTER,PRI,2022,807d754e-de9b-4dbe-abc3-d3f8590223c0,1408.353123
46305,384-W,1.04,7.06,R,I,384,,,,M,76,MANCHESTER,PRI,2022,be3974a2-c7dc-4fc4-b9fa-50adc74fb27c,31329.41118
46306,395-N-67,0,0.24,L,I,395,,67,,ER,115,PUTNAM,PRI,2022,4b17f997-732a-4b10-aea8-6ca67cb34083,1187.887441
46307,95-S-280A,0,0.02,L,I,95,,280,A,XR,137,STONINGTON,PRI,2022,274e031c-9b2e-4112-bb6f-15f082d6f305,125.2100733
46308,95-S-300,0,0.17,L,I,95,,300,,ER,102,NORWALK,PRI,2022,00cb2ee1-7906-42c3-a536-1c378c45616d,910.8779661
46309,95-S-345,0,0.26,L,I,95,,345,,ER,15,BRIDGEPORT,PRI,2022,5f5403fd-b5bb-45cd-8583-7398fdbf7c76,1344.842137
46310,95-S-347A,0,0.1,L,I,95,,347,A,ER,92,NEW HAVEN,PRI,2022,45cfdf78-5e07-44ab-b499-9fdb77a105c4,547.6994051
46311,95-S-81,0,0.14,L,I,95,,81,,ER,50,FAIRFIELD,PRI,2022,7313ba29-e6c6-4d25-9074-5a42430f2c07,703.223669
46312,97-N,22.26,29.14,L,CT,97,,,,M,111,POMFRET,PRI,2022,2e833d64-7303-42dd-a91f-ffbde0b02969,36287.41206
46313,1-N,52.16,59.12,L,US,1,,,,M,14,BRANFORD,PRI,2022,11579b19-3b13-4960-acf4-c85b43cdf3f7,36790.0547
46314,1-N,70.66,73.96,L,US,1,,,,M,27,CLINTON,PRI,2022,f1267ed5-4eeb-434b-8849-cdbae7b68529,17414.65553
46315,1-S,20.45,20.8,R,US,1,,,,M,158,WESTPORT,PRI,2022,0479ff6b-3c46-4b5d-8f9f-bb2672639928,1805.848072
46316,82-E,1.12,2.75,L,CT,82,,,,M,60,HADDAM,PRI,2022,e7bf1276-aa57-4630-9331-5719075d52a0,8710.360382
46317,82-E,20.54,24.3,L,CT,82,,,,M,85,MONTVILLE,PRI,2022,e1b6f692-7ae2-43cd-9a38-b77daf891505,19848.57712
46318,836-S,0,0.13,L,SR,836,,,,M,143,TORRINGTON,PRI,2022,2f50ea0a-f944-4a72-9508-5ed92231f6ae,720.3004808
46319,84-E,18.48,25.09,L,I,84,,,,M,130,SOUTHBURY,PRI,2022,40692885-b888-4112-adba-c767654991ac,34801.95478
46320,84-E-169A,0,0.02,L,I,84,,169,A,ER,151,WATERBURY,PRI,2022,e7b28c32-91bf-44aa-90fa-345dc0747cf7,122.5004408
46321,84-E-248,0,0.25,L,I,84,,248,,ER,76,MANCHESTER,PRI,2022,8173a7a1-a2cc-406a-9092-eb54001a0e4e,1353.834951
46322,84-E-258A,0,0.05,L,I,84,,258,A,XR,146,VERNON,PRI,2022,188439ab-9b9d-4b97-a3e8-0b02d0731f8c,276.5705449
46323,84-E-809,0,0.41,L,I,84,,809,,TR,151,WATERBURY,PRI,2022,bef5880f-80ee-4a72-9f8d-48cabbc6b2fc,1955.0005
46324,84-W-191A,0,0.16,L,I,84,,191,A,ER,63,HARTFORD,PRI,2022,f3357086-e5d5-4a52-a63e-2419e1b15b16,846.8230023
46325,84-W-50,0,0.2,L,I,84,,50,,XR,151,WATERBURY,PRI,2022,5ab38074-dba7-425a-a5aa-f70a348ff770,1023.545008
46326,8L-N,0.05,0.45,L,SP,8,L,,,M,61,HAMDEN,PRI,2022,c99e33c5-210c-4668-88f5-d932acb204d7,2102.245037
46327,6-E,8.76,10.37,L,US,6,,,,M,9,BETHEL,PRI,2022,c0cf2c67-96b1-4850-b10c-f85946fc21f5,8500.065322
46328,6-E-802,0,0.22,L,US,6,,802,,TR,68,KILLINGLY,PRI,2022,db715f9c-14fe-4886-9571-523a6f5cb36f,1174.686936
46329,616-E,3.67,6.77,L,SR,616,,,,M,70,LEBANON,PRI,2022,fe4f5891-6164-45a2-ab8b-c6d7a11d7280,16419.16383
46330,628-E,0,0.33,L,SR,628,,,,M,105,OLD SAYBROOK,PRI,2022,8a38f692-37d4-4def-b47c-f277d461009d,1784.252018
46331,395-N-801,0,0.32,L,I,395,,801,,TR,85,MONTVILLE,PRI,2022,39d46a77-e2df-4cf0-ae60-9c8517eec008,1605.451548
46332,395-S,0,0.13,R,I,395,,,,M,44,EAST LYME,PRI,2022,8f46e383-eb0c-4723-a327-adde7796cd41,1005.87424
46333,40-S,0.48,2.25,R,CT,40,,,,M,100,NORTH HAVEN,PRI,2022,13f148e3-a80b-4ab8-9eee-5e1f6dbf8867,9390.245916
46334,40-S-9,0,0.23,L,CT,40,,9,,ER,61,HAMDEN,PRI,2022,4106729c-0227-4dff-99f9-ce6775a0f30d,1240.553593
46335,423-E,0,0.31,L,SSR,423,,,,M,51,FARMINGTON,PRI,2022,8109aff7-5dfb-4fd5-9e84-ca0d9db73c07,1486.90225
46336,487-N,0.88,4.24,L,SSR,487,,,,M,130,SOUTHBURY,PRI,2022,ec182b9a-d8b2-4af7-8b53-f7b542b13d15,17778.64263
46337,5-N,20.37,25.75,L,US,5,,,,M,7,BERLIN,SEC,2022,6a9560d8-3c33-4050-8d58-b93765338e72,28455.06836
46338,55-E,0,1.81,L,CT,55,,,,M,127,SHERMAN,PRI,2022,3bda5375-102e-4cfd-970d-0b67466cf719,9535.861386
46339,571-W-3,0,0.16,L,SR,571,,3,,XR,7,BERLIN,PRI,2022,62e8b481-6d79-43c5-b9f0-edc8a0e0f3d9,773.2575996
46340,14A-E,6.95,10.27,L,CT,14,A,,,M,136,STERLING,PRI,2022,0dd541a1-44cb-4855-8084-2e30ac4830d8,17460.30124
46341,15-N,29.23,34.62,L,CT,15,,,,M,144,TRUMBULL,PRI,2022,854a5822-21d4-4956-8e87-9a687cd9f030,28446.82547
46342,15-N,43.4,45.07,L,CT,15,,,,M,167,WOODBRIDGE,PRI,2022,f136b652-f3c0-4e9c-a045-81571a12ce03,8871.839269
46343,15-N,45.81,46.77,L,CT,15,,,,M,92,NEW HAVEN,PRI,2022,c46ab0ef-4736-41c3-a17d-6a5bb9dc9d73,5091.535883
46344,15-N-16A,0,0.02,L,CT,15,,16,A,ER,56,GREENWICH,PRI,2022,7c677d85-e112-4c52-a6b3-38757ce36b1c,103.4054315
46345,15-N-174,0,0.11,L,CT,15,,174,,XR,7,BERLIN,PRI,2022,2f8a8cb7-a9aa-4064-9cc5-514c5c2bf355,627.7494054
46346,9-N-47,0,0.27,L,CT,9,,47,,ER,33,CROMWELL,PRI,2022,3894e79e-a3d9-4c85-9dcd-f2eac0973f2a,1460.752339
46347,9-N-61A,0,0.02,L,CT,9,,61,A,ER,88,NEW BRITAIN,PRI,2022,7fa339ee-965d-47de-a528-1d92718b2d80,103.6333911
46348,9-N-75,0.18,0.29,L,CT,9,,75,,ER,51,FARMINGTON,PRI,2022,ff0df7ae-3c6f-479f-a1af-5546bc438cfe,485.3885693
46349,9-S-804,0,0.37,L,CT,9,,804,,TR,33,CROMWELL,PRI,2022,c91e59f2-c91c-4420-9d53-728de6d1d658,2002.775663
46350,91-N-125A,0,0.03,L,I,91,,125,A,ER,48,ENFIELD,PRI,2022,d9639bd9-1463-4442-baaa-03299d9f9753,201.7322024
